i,4827
guess,2910
you,2676
e,4046
maileda,2500
bunch,3618
of,3437
peopleat,2117
4:00,1979
a,4454
m,1205
about,994
something,1702
oh,3629
good,3369
i,4827
forgot,3766
about,994
that,2341
i,4827
want,4405
to,3985
figure,3663
outa,2540
way,2519
for,2089
friendsto,4205
shop,3499
together,2976
online,4949
make,4340
it,3838
lessof,736
an,2530
alone,604
thing,4821
e,4046
mail,1556
me,1417
that,2341
idea,2660
will,483
you,2676
yeah,4984
i,4827
like,1657
that,2341
um,117
is,4345
now,2298
a,4454
good,3369
timeto,3046
call,371
your,4638
mom,829
back,2112
dude,2242
i,4827
m,1205
on,537
a,4454
bike,5159
happy,4280
birthday,2971
oh,3629
oh,3629
what,2749
a,4454
mess,523
this,2539
is,4345
the,2332
middleof,311
the,2332
office,1242
don,4546
t,1202
do,526
don,4546
t,1202
put,2944
that,2341
receptionistz,3796
hello,1793
hi,586
i,4827
m,1205
ben,291
whittaker,111
i,4827
received,2543
an,2530
e,4046
mailabout,3850
an,2530
interviewfor,5106
the,2332
senior,3734
intern,1406
program,3961
hey,118
ben,291
how,2397
s,1885
it,3838
goin,325
it,3838
s,1885
going,4846
good,3369
real,287
good,3369
thank,2683
you,2676
excellent,2886
take,1079
a,4454
seat,3217
around,964
the,2332
corner,619
and,2750
someone,3797
from,1139
talentacquisition,4987
will,483
come,3172
get,3316
you,2676
thank,2683
you,2676
talent,4492
acquisition,4498
okay,3677
you,2676
guyshave,2255
to,3985
remember;the,1840
homepagehas,326
to,3985
read,4537
in,4511
a,4454
glance,1530
also,4270
you,2676
have,2744
to,3985
get,3316
backlike,4145
this,2539
if,1252
you,2676
wanna,5136
seewhat,2736
it,3838
looks,2876
likeif,1921
you,2676
re,4892
like,1657
over,3966
35,4500
okay,3677
so,1724
i,4827
can,2975
tread,3626
anything,1683
but,3170
if,1252
i,4827
could,4780
what,2749
do,526
you,2676
want,4405
me,1417
to,3985
see,4287
five,2989
girls,433
one,3313
shirt,947
or,4225
check,817
out,3592
the,2332
fit,1719
well,3996
both,3900
but,3170
what,2749
i,4827
reallywant,2175
you,2676
to,3985
seeis,2284
the,2332
shirt,947
worn,2995
byfive,1112
different,1481
body,2085
types,2390
okay,3677
then,1837
you,2676
gottamake,1711
me,1417
see,4287
that,2341
try,698
makingthe,1974
photo,4836
grid,3133
bigger,628
i,4827
love,3464
that,2341
five,2989
can,2975
we,1778
make,4340
it,3838
more,430
graphic,2758
yeah,4984
that,2341
s,1885
cool,2288
maybe,137
hero,1304
the,2332
girlin,648
the,2332
red,112
shirt,947
jules,4903
that,2341
is,4345
a,4454
great,3811
red,112
it,3838
is,4345
going,4846
to,3985
fly,398
outta,490
here,2777
i,4827
needed,4549
you,2676
to,3985
sign,3950
offon,859
this,2539
like,1657
two,3249
hours,1233
ago,3076
i,4827
know,3505
i,4827
know,3505
but,3170
can,2975
you,2676
try,698
yep,2021
ivlia,445
tell,3689
me,1417
that,2341
thing,4821
again,2213
oh,3629
40%,2206
of,3437
our,1022
visitorsdon,2069
t,1202
go,1194
past,4699
the,2332
homepage,3754
which,5002
isn,2264
t,1202
so,1724
bad,1168
yeah,4984
but,3170
we,1778
should,4429
fix,3780
that,2341
okay,3677
here,2777
you,2676
go,1194
i,4827
love,3464
it,3838
great,3811
and,2750
it,3838
s,1885
up,4912
okay,3677
thanks,3694
everybody,4971
thank,2683
you,2676
okay,3677
so,1724
the,2332
antoinette,912
dress,4112
major,191
screw,381
up,4912
by,742
the,2332
vendor,1587
there,2599
s,1885
gonna,1086
be,1411
a,4454
coupleof,3972
interviews,2635
today,4326
ben,291
we,1778
wanna,5136
make,4340
sure,5017
thatwe,920
both,3900
find,504
the,2332
right,3782
fit,1719
business,3855
as,4336
usual,4671
is,4345
not,3759
really,4008
our,1022
motto,1661
so,1724
we,1778
hopeyou,2501
have,2744
some,823
fun,222
here,2777
this,2539
is,4345
the,2332
first,1374
timewe,363
are,4990
hiring,3889
senior,3734
interns,1715
so,1724
some,823
ofour,2870
intern,1406
questionsmay,513
not,3759
exactlyfit,1439
your,4638
profile,3721
but,3170
we,1778
re,4892
gonnago,4684
for,2089
it,3838
anwvay,4207
okay,3677
fire,4262
away,3683
okay,3677
good,3369
where,654
d,3195
you,2676
go,1194
to,3985
school,1414
i,4827
went,4200
to,3985
northwestern,3724
hey,118
my,4022
brotherwent,3278
to,3985
northwestern,3724
probably,998
not,3759
at,4187
the,2332
same,3035
time,2404
probably,998
not,3759
he,2738
graduated,5075
in,4511
2009,1370
class,2985
of,3437
65wow,2221
what,2749
was,686
your,4638
major,191
do,526
you,2676
remember,578
and,2750
after,607
northwestern,3724
you,2676
went,4200
on,537
to,3985
i,4827
went,4200
to,3985
work,3018
for,2089
dex,1040
one,3313
okay,3677
and,2750
they,3422
made,3599
phonebooks,2692
oh,3629
i,4827
was,686
in,4511
chargeof,3284
overseeing,2532
the,2332
printingof,4658
the,2332
physical,2517
phonebook,3213
i,4827
did,878
that,2341
for,2089
over,3966
20,1095
years,3679
and,2750
before,356
that,2341
i,4827
was,686
theirvp,3932
of,3437
sales,4576
and,2750
advertising,333
so,1724
do,526
they,3422
stillmake,258
phonebooks,2692
i,4827
mean,4469
doesn,1751
t,1202
everyonejust,5169
google,4082
numbers,3128
i,4827
believe,2159
they,3422
do,526
but,3170
beforegoogle,493
that,2341
was,686
how,2397
you,2676
got,4393
oh,3629
no,4257
no,4257
yeah,4984
i,4827
get,3316
it,3838
so,1724
40,4548
yearsat,5066
the,2332
phonebook,3213
company,4100
that,2341
is,4345
amazing,3839
seriously,2930
okay,3677
benjamin,4768
now,2298
i,4827
m,1205
gonna,1086
ask,2474
you,2676
one,3313
ofour,2870
more,430
telling,744
questionsfor,3269
all,2866
of,3437
our,1022
interns,1715
so,1724
i,4827
want,4405
you,2676
to,3985
like,1657
this,2539
is,4345
the,2332
oneto,5077
really,4008
think,1770
about,994
okay,3677
and,2750
take,1079
your,4638
time,2404
where,654
do,526
you,2676
see,4287
yourselfin,2023
10,2126
years,3679
when,3912
i,4827
m,1205
80,2536
yeah,4984
sure,5017
yeah,4984
whatever,2785
um,117
wait,313
did,878
not,3759
realizeyou,5090
were,3637
70,3090
that,2341
question,393
just,1504
doesn,1751
twork,4555
for,2089
you,2676
does,4246
it,3838
should,4429
we,1778
just,1504
scratchthat,1825
one,3313
and,2750
just,1504
move,2712
on,537
it,3838
s,1885
your,4638
call,371
justin,4968
okay,3677
that,2341
one,3313
s,1885
gone,1826
you,2676
look,400
great,3811
by,742
the,2332
way,2519
so,1724
great,3811
and,2750
you,2676
re,4892
clearly,4080
morethan,3060
qualified,1763
for,2089
this,2539
job,2009
you,2676
re,4892
actually,42
like,1657
way,2519
overqualified,1339
and,2750
we,1778
were,3637
so,1724
impressed,4815
you,2676
had,1674
great,3811
interviews,2635
great,3811
video,1354
you,2676
nailed,614
it,3838
ben,291
congrats,2233
you,2676
re,4892
an,2530
intern,1406
hey,118
i,4827
need,1860
you,2676
fortwo,3595
minutes,487
uninterrupted,1004
hi,586
okay,3677
remember,578
a,4454
few,2305
weeks,4612
ago,3076
we,1778
talked,3456
aboutthe,2677
senior,3734
intern,1406
program,3961
no,4257
really,4008
we,1778
had,1674
a,4454
whole,3231
big,3377
conversation,3351
about,994
it,3838
we,1778
did,878
okay,3677
remind,2605
me,1417
seniors,759
in,4511
high,2492
schoolor,4504
college,3423
no,4257
no,4257
no,4257
seniors,759
in,4511
life,967
older,4589
people,4844
hold,2983
on,537
what,2749
i,4827
told,4602
youi,5125
felt,1453
like,1657
we,1778
neededto,5101
do,526
an,2530
outreach,3237
program,3961
you,2676
definitely,4706
seemedto,4212
be,1411
liking,4028
the,2332
idea,2660
so,1724
i,4827
set,3678
it,3838
in,4511
motion,3331
it,3838
s,1885
gonna,1086
be,1411
great,3811
hold,2983
please,4712
you,2676
re,4892
hiringsenior,207
citizen,3558
interns,1715
there,2599
s,1885
beena,3685
ton,2734
of,3437
research,397
on,537
this,2539
and,2750
the,2332
resultsare,1672
actually,42
incredible,3606
i,4827
mean,4469
imagine,1790
having,4026
an,2530
internwith,3352
a,4454
lifetime,4491
of,3437
experienceas,4953
opposed,4335
tosomebody,5179
who,3050
spentthe,949
last,883
four,4412
years,3679
oftheir,1482
life,967
playing,4962
beer,2396
pong,957
do,526
they,3422
eventuallywant,1043
jobs,4472
here,2777
no,4257
darling,780
they,3422
re,4892
all,2866
retired,4107
they,3422
just,1504
want,4405
the,2332
experience,283
and,2750
i,4827
would,4443
like,1657
one,3313
towork,147
directly,4470
with,4411
you,2676
wait,313
cameron,31
no,4257
wha,3686
first,1374
of,3437
all,2866
i,4827
m,1205
not,3759
greatwith,3876
older,4589
people,4844
you,2676
know,3505
how,2397
i,4827
am,3230
withmy,2686
parents,4790
this,2539
could,4780
be,1411
why,4231
do,526
i,4827
have,2744
to,3985
have,2744
one,3313
because,4418
you,2676
haveto,4591
set,3678
the,2332
tone,762
now,2298
would,4443
you,2676
prefera,4661
man,3149
or,4225
a,4454
woman,2929
there,2599
s,1885
a,4454
great,3811
72,4558
year,2132
oldwoman,4460
really,4008
cute,631
ugh,889
that,2341
s,1885
like,1657
the,2332
same,3035
ageas,3993
my,4022
mom,829
that,2341
s,1885
too,1800
weird,4813
that,2341
s,1885
fine,4260
there,2599
s,1885
a,4454
man,3149
everyone,2688
loves,1057
he,2738
seems,2955
amazing,3839
i,4827
watched,1934
his,2567
videowith,2327
the,2332
whole,3231
group,3479
people,4844
were,3637
crying,5113
okay,3677
this,2539
is,4345
notgoing,1875
to,3985
work,3018
in,4511
my,4022
opinion,4723
but,3170
how,2397
long,1156
do,526
i,4827
have,2744
todo,1740
this,2539
for,2089
minimum,2509
six,1470
weeks,4612
or,4225
we,1778
ll,4000
be,1411
sued,3069
i,4827
know,3505
we,1778
nevertalked,2915
about,994
this,2539
yeah,4984
we,1778
did,878
for,2089
real,287
he,2738
starts,3109
tomorrow,3002
hmm,575
back,2112
in,4511
action,2148
thank,2683
god,2916
new,689
interns,1715
welcome,1274
to,3985
a,4454
tf,2047
we,1778
all,2866
work,3018
on,537
this,2539
one,3313
floor,3155
and,2750
that,2341
is,4345
becausewe,1405
are,4990
all,2866
about,994
communicationand,2973
teamwork,1727
no,4257
one,3313
has,2803
a,4454
private,1145
office,1242
not,3759
even,3063
our,1022
founderand,3836
ceo,1548
jules,4903
ostin,4624
who,3050
is,4345
actuallyright,746
over,3966
there,2599
she,4530
loves,1057
to,3985
ride,5123
her,4415
bikethrough,4731
the,2332
office,1242
that,2341
woman,2929
does,4246
notlike,2647
to,3985
waste,3167
time,2404
plus,3648
she,4530
counts,3243
itas,193
exercise,514
that,2341
s,1885
adorable,4150
yeah,4984
ivlmm,774
hmm,575
hey,118
how,2397
you,2676
doing,3607
i,4827
m,1205
davis,1400
hi,586
davis,1400
ben,291
whittaker,111
exciting,2270
place,5171
huh,893
oh,3629
my,4022
god,2916
they,3422
had,1674
one,3313
openingfor,3431
a,4454
regular,4426
age,1283
intern,1406
no,4257
offense,229
i,4827
got,4393
it,3838
i,4827
m,1205
so,1724
psyched,2815
i,4827
m,1205
pretty,769
psyched,2815
myself,2109
all,2866
right,3782
a,4454
few,2305
words,1666
about,994
jules,4903
she,4530
started,4342
about,994
the,2332
fitonly,3870
18,378
months,4550
ago,3076
this,2539
whole,3231
idea,2660
was,686
hatchedat,4724
jules,4903
kitchen,2678
tableright,2381
here,2777
in,4511
brooklyn,2294
jules,4903
tried,3560
everything,1383
onthat,4165
she,4530
sold,4929
described,3882
the,2332
fit,1719
herself,2857
and,2750
apparently,465
it,3838
worked,4018
she,4530
was,686
online,4949
in,4511
four,4412
months,4550
she,4530
started,4342
with,4411
25,240
employees,904
she,4530
s,1885
now,2298
up,4912
to,3985
216,721
with,4411
you,2676
four,4412
220,1890
wow,3623
hey,118
ben,291
are,4990
you,2676
gonnawear,1836
a,4454
suit,4402
every,2172
day,88
you,2676
bet,4803
confident,1048
i,4827
like,1657
how,2397
you,2676
roll,1024
i,4827
like,1657
it,3838
a,4454
lot,3646
we,1778
just,1504
hit,2557
a,4454
record,4877
highof,16
2,4077
500,3528
likes,2703
on,537
instagram,4382
and,2750
that,2341
s,1885
what,2749
we,1778
dowhen,5046
something,1702
goodhappens,4665
around,964
here,2777
new,689
interns,1715
grab,3223
a,4454
seatat,1265
one,3313
of,3437
the,2332
intern,1406
tablesover,4064
there,2599
check,817
your,4638
e,4046
mail,1556
you,2676
may,2631
find,504
thatyou,2065
ve,4745
been,1213
assignedto,1942
one,3313
particular,1368
personor,3760
one,3313
particular,1368
team,557
or,4225
you,2676
mightjust,26
be,1411
a,4454
floaterit,3341
s,1885
all,2866
good,3369
okay,3677
let,2685
me,1417
instagram,4382
this,2539
moment,3767
in,4511
time,2404
gray,2792
is,4345
the,2332
new,689
green,848
take,1079
a,4454
seat,3217
thanks,3694
oh,3629
got,4393
one,3313
welcome,1274
ben,291
your,4638
internshipwill,3312
be,1411
directlywith,2503
our,1022
founder;,3117
jules,4903
ostinoh,1430
i,4827
m,1205
in,4511
the,2332
photo,4836
studio,1449
floater,930
love,3464
hey,118
ben,291
what,2749
d,3195
you,2676
get,3316
looks,2876
like,1657
i,4827
m,1205
gonna,1086
bea,1377
personal,4938
intern,1406
nice,51
to,3985
jules,4903
ostinunfortunate,1292
hang,3347
in,4511
there,2599
hi,586
ben,291
i,4827
have,2744
securedan,841
appointment,4149
for,2089
youto,4525
meet,1764
with,4411
jules,4903
ostintoday,996
at,4187
3:55,1442
p,4721
m,1205
please,4712
be,1411
prompt,588
as,4336
jules,4903
hasanother,3450
meeting,555
at,4187
4:00,1979
p,4721
m,1205
hmm,575
all,2866
right,3782
i,4827
m,1205
going,4846
to,3985
merchandising,4050
beautiful,1681
it,3838
s,1885
perfect,2426
yes,1232
i,4827
ll,4000
try,698
to,3985
haveher,5073
there,2599
at,4187
5:00,620
um,117
no,4257
wait,313
i,4827
booked,3805
her,4415
with,4411
a,4454
vendorat,2398
5:15,296
i,4827
m,1205
sorry,4428
i,4827
ll,4000
call,371
you,2676
back,2112
yes,1232
hello,1793
hi,586
i,4827
m,1205
ben,291
whittaker,111
i,4827
have,2744
a,4454
3:55,1442
appointmentwith,1819
ms,4832
ostin3255,1444
i,4827
thought,4806
she,4530
was,686
meetingwith,556
her,4415
new,689
intern,1406
that,2341
s,1885
me,1417
how,2397
you,2676
doing,3607
i,4827
m,1205
sorry,4428
uh,3009
how,2397
are,4990
you,2676
an,2530
intern,1406
it,3838
s,1885
the,2332
newsenior,781
intern,1406
program,3961
it,3838
just,1504
started,4342
today,4326
oh,3629
my,4022
god,2916
um,117
how,2397
old,57
are,4990
you,2676
seventy,4268
you,2676
i,4827
m,1205
24,4120
i,4827
know,3505
i,4827
look,400
older,4589
it,3838
s,1885
the,2332
job,2009
it,3838
ages,3828
you,2676
which,5002
won,4461
t,1202
be,1411
greatin,2094
your,4638
case,4890
sorry,4428
i,4827
actually,42
thoughtyou,743
looked,4996
younger,4508
yeah,4984
right,3782
any,3708
tips,1807
before,356
i,4827
go,1194
in,4511
just,1504
talk,1832
fast,4788
she,4530
hates,4999
slow,3332
talkers,4009
maybe,137
that,2341
s,1885
justwhen,1551
i,4827
talk,1832
slow,3332
don,4546
t,1202
dawdle,4198
in,4511
any,3708
way,2519
just,1504
keep,3028
it,3838
moving,2494
and,2750
don,4546
t,1202
forget,4867
to,3985
blink,2038
blink,2038
yeah,4984
she,4530
hateswhen,3067
people,4844
don,4546
t,1202
blink,2038
it,3838
weirds,1874
her,4415
out,3592
but,3170
it,3838
s,1885
3:57,3756
this,2539
meeting,555
that,2341
she,4530
s,1885
injust,3698
took,5080
up,4912
like,1657
two,3249
of,3437
your,4638
they,3422
re,4892
out,3592
go,1194
go,1194
go,1194
okay,3677
thanks,3694
go,1194
yeah,4984
what,2749
oh,3629
yeah,4984
i,4827
m,1205
here,2777
hi,586
jules,4903
i,4827
m,1205
ben,291
your,4638
new,689
intern,1406
i,4827
m,1205
glad,2555
you,2676
also,4270
seethe,545
humor,143
in,4511
this,2539
be,1411
hard,4449
not,3759
to,3985
so,1724
ben,291
i,4827
was,686
gonna,1086
saywhat,1538
is,4345
a,4454
nice,51
guy,4216
like,1657
youdoing,2993
at,4187
8,2927
place,5171
like,1657
this,2539
but,3170
cameron,31
gave,1185
me,1417
the,2332
drill,756
so,1724
can,2975
i,4827
just,1504
behonest,4766
with,4411
you,2676
pis3ss,2299
i,4827
m,1205
not,3759
gonna,1086
havea,2275
lot,3646
for,2089
you,2676
to,3985
do,526
that,2341
s,1885
the,2332
truth,580
and,2750
you,2676
being,4390
assigned,4317
to,3985
meis,2392
kind,2143
of,3437
justfor,1562
me,1417
to,3985
set,3678
an,2530
examplefor,2252
the,2332
rest,3612
of,3437
the,2332
team,557
if,1252
you,2676
ask,2474
me,1417
i,4827
think,1770
that,2341
you,2676
d,3195
bemuch,173
